tenant_id,store_name,covers,revenue,items_ordered,timestamp,zone
mesa_grill,Mesa Grill,1,9.27,Burrito Bowl,2026-05-27 11:12:32,food_court
golden_fork,Golden Fork,3,50.13,"Nuggets, Big Mac Meal",2026-05-17 16:23:56,food_court
golden_fork,Golden Fork,4,37.52,"McChicken, Big Mac Meal",2026-05-26 10:48:33,food_court
mesa_grill,Mesa Grill,1,16.36,Agua Fresca,2026-05-17 08:43:26,food_court
lotus_kitchen,Lotus Kitchen,2,17.96,"Beijing Beef, Chow Mein",2026-05-21 12:29:15,food_court
brewpoint_coffee,Brewpoint Coffee,2,21.2,"Cafe Latte, Caramel Macchiato, Cold Brew",2026-05-04 13:16:56,food_court
mesa_grill,Mesa Grill,2,33.31,Chips & Guac,2026-05-22 19:51:03,food_court
brewpoint_coffee,Brewpoint Coffee,1,10.09,Croissant,2026-05-20 15:37:40,food_court
golden_fork,Golden Fork,2,23.01,"Nuggets, Fries, Big Mac Meal",2026-05-20 08:12:18,food_court
golden_fork,Golden Fork,1,16.23,"McChicken, Apple Pie, Nuggets",2026-05-19 08:40:52,food_court
brewpoint_coffee,Brewpoint Coffee,4,71.59,"Croissant, Caramel Macchiato, Cold Brew",2026-05-17 13:25:59,food_court
mesa_grill,Mesa Grill,2,24.72,Burrito Bowl,2026-05-03 15:04:16,food_court
mesa_grill,Mesa Grill,3,50.45,"Quesadilla, Chips & Guac, Tacos Trio",2026-05-13 08:31:16,food_court
brewpoint_coffee,Brewpoint Coffee,1,10.6,"Cold Brew, Cake Pop",2026-05-18 08:06:07,food_court
brewpoint_coffee,Brewpoint Coffee,2,29.62,Cafe Latte,2026-05-23 19:52:02,food_court
brewpoint_coffee,Brewpoint Coffee,4,35.15,"Cold Brew, Caramel Macchiato, Cafe Latte",2026-05-10 11:02:57,food_court
lotus_kitchen,Lotus Kitchen,3,28.03,Chow Mein,2026-05-25 09:12:37,food_court
golden_fork,Golden Fork,4,42.69,Nuggets,2026-05-19 16:47:00,food_court
mesa_grill,Mesa Grill,3,36.71,"Chips & Guac, Burrito Bowl",2026-05-24 16:28:07,food_court
golden_fork,Golden Fork,2,34.14,Fries,2026-05-09 19:51:26,food_court
mesa_grill,Mesa Grill,2,28.82,"Tacos Trio, Agua Fresca",2026-05-22 10:42:55,food_court
lotus_kitchen,Lotus Kitchen,4,70.57,Chow Mein,2026-05-24 13:20:55,food_court
mesa_grill,Mesa Grill,2,21.8,"Agua Fresca, Quesadilla, Burrito Bowl",2026-05-20 11:36:32,food_court
golden_fork,Golden Fork,1,12.15,"Nuggets, McChicken, Fries",2026-05-19 18:03:09,food_court
brewpoint_coffee,Brewpoint Coffee,4,38.98,"Cafe Latte, Cold Brew",2026-05-02 19:15:48,food_court
lotus_kitchen,Lotus Kitchen,1,14.91,"Beijing Beef, Chow Mein, Spring Roll",2026-05-08 13:06:29,food_court
brewpoint_coffee,Brewpoint Coffee,4,70.3,Caramel Macchiato,2026-05-11 12:19:33,food_court
golden_fork,Golden Fork,1,9.86,Big Mac Meal,2026-05-11 19:28:07,food_court
brewpoint_coffee,Brewpoint Coffee,4,34.87,"Croissant, Caramel Macchiato, Cafe Latte",2026-05-14 10:40:27,food_court
golden_fork,Golden Fork,2,33.4,Nuggets,2026-05-10 15:17:38,food_court
mesa_grill,Mesa Grill,1,12.17,"Burrito Bowl, Agua Fresca, Tacos Trio",2026-05-05 11:27:28,food_court
mesa_grill,Mesa Grill,3,28.21,Chips & Guac,2026-05-08 18:35:47,food_court
brewpoint_coffee,Brewpoint Coffee,1,16.03,"Caramel Macchiato, Croissant",2026-05-31 09:18:51,food_court
mesa_grill,Mesa Grill,3,31.98,"Burrito Bowl, Agua Fresca",2026-05-14 11:25:21,food_court
mesa_grill,Mesa Grill,3,34.39,"Agua Fresca, Chips & Guac, Burrito Bowl",2026-05-08 11:50:14,food_court
golden_fork,Golden Fork,4,45.83,"Nuggets, Apple Pie, Fries",2026-05-17 07:02:56,food_court
mesa_grill,Mesa Grill,3,34.96,Chips & Guac,2026-05-30 07:00:54,food_court
mesa_grill,Mesa Grill,2,33.05,"Tacos Trio, Chips & Guac, Agua Fresca",2026-05-21 13:15:25,food_court
mesa_grill,Mesa Grill,4,55.02,Agua Fresca,2026-05-07 17:27:31,food_court
mesa_grill,Mesa Grill,3,27.63,"Agua Fresca, Burrito Bowl, Tacos Trio",2026-05-15 17:08:15,food_court
golden_fork,Golden Fork,2,35.94,Fries,2026-06-01 16:25:22,food_court
golden_fork,Golden Fork,1,10.03,Big Mac Meal,2026-05-29 18:52:16,food_court
brewpoint_coffee,Brewpoint Coffee,1,14.34,"Cold Brew, Croissant",2026-05-22 14:09:21,food_court
lotus_kitchen,Lotus Kitchen,1,14.87,"Spring Roll, Orange Chicken, Chow Mein",2026-05-31 14:08:18,food_court
brewpoint_coffee,Brewpoint Coffee,3,41.26,"Caramel Macchiato, Croissant",2026-05-17 13:44:14,food_court
golden_fork,Golden Fork,3,29.64,"Fries, Nuggets, McChicken",2026-05-23 13:46:03,food_court
lotus_kitchen,Lotus Kitchen,4,47.71,"Chow Mein, Spring Roll, Fried Rice",2026-05-19 16:53:03,food_court
brewpoint_coffee,Brewpoint Coffee,3,39.65,Cafe Latte,2026-05-03 11:37:55,food_court
